name,content,codec,cls,res,qp,frame,crop_id,rep,judge,prompt,mos,ci,score,artifact,justification,model_version
bigbuckbunny_av1_1280x720_q61,bigbuckbunny,av1,traditional,1280x720,q61,400,0,1,gemini,anchored,2.269230769230769,0.2563076923076923,35.0,texture-blur,The fine texture and vertical ridges of the rock surface are heavily blurred and smoothed out in the reconstructed image.,gemini-3.5-flash
bigbuckbunny_av1_1280x720_q61,bigbuckbunny,av1,traditional,1280x720,q61,200,0,2,gemini,anchored,2.269230769230769,0.2563076923076923,45.0,texture-blur,The fine details of the grass blades and small purple flowers are heavily blurred and lost in the reconstructed image.,gemini-3.5-flash
bigbuckbunny_av1_1280x720_q61,bigbuckbunny,av1,traditional,1280x720,q61,400,0,2,gemini,anchored,2.269230769230769,0.2563076923076923,35.0,texture-blur,The fine texture and vertical ridges of the rock surface are heavily blurred and smoothed out in the reconstructed image.,gemini-3.5-flash
bigbuckbunny_av1_1280x720_q48,bigbuckbunny,av1,traditional,1280x720,q48,200,0,2,gemini,anchored,3.1153846153846154,0.22615384615384615,92.0,texture-blur,There is a very slight loss of detail and definition in the soft green leaves compared to the reference.,gemini-3.5-flash
bigbuckbunny_av1_1920x1080_q36,bigbuckbunny,av1,traditional,1920x1080,q36,200,0,2,gemini,anchored,4.538461538461538,0.1954192579827601,85.0,texture-blur,The reconstructed crop shows a slight loss of fine texture on the tree bark and the animal's ear.,gemini-3.5-flash
bigbuckbunny_av1_1920x1080_q55,bigbuckbunny,av1,traditional,1920x1080,q55,200,0,2,gemini,anchored,3.5833333333333335,0.26159950213428956,35.0,texture-blur,The fine fur texture across the animal's body is severely blurred and smoothed out in the reconstructed image.,gemini-3.5-flash
bigbuckbunny_av1_1920x1080_q55,bigbuckbunny,av1,traditional,1920x1080,q55,200,0,0,gemini,anchored,3.5833333333333335,0.26159950213428956,35.0,texture-blur,The fine fur texture across the animal's body is severely blurred and smoothed out in the reconstructed image.,gemini-3.5-flash
bigbuckbunny_av1_1920x1080_q36,bigbuckbunny,av1,traditional,1920x1080,q36,400,0,0,gemini,anchored,4.538461538461538,0.1954192579827601,92.0,texture-blur,"The reconstructed crop shows a very slight loss of fine texture detail on the tree trunk, which is barely perceptible.",gemini-3.5-flash
bigbuckbunny_av1_1920x1080_q36,bigbuckbunny,av1,traditional,1920x1080,q36,400,0,1,gemini,anchored,4.538461538461538,0.1954192579827601,92.0,texture-blur,"The reconstructed crop shows a very slight loss of fine texture detail on the tree trunk, which is barely perceptible.",gemini-3.5-flash
bigbuckbunny_av1_1920x1080_q55,bigbuckbunny,av1,traditional,1920x1080,q55,200,0,1,gemini,anchored,3.5833333333333335,0.26159950213428956,35.0,texture-blur,The fine fur texture across the animal's body is severely blurred and smoothed out in the reconstructed image.,gemini-3.5-flash
bigbuckbunny_av1_1920x1080_q36,bigbuckbunny,av1,traditional,1920x1080,q36,400,0,2,gemini,anchored,4.538461538461538,0.1954192579827601,92.0,texture-blur,"The reconstructed crop shows a very slight loss of fine texture detail on the tree trunk, which is barely perceptible.",gemini-3.5-flash
bigbuckbunny_av1_1920x1080_q55,bigbuckbunny,av1,traditional,1920x1080,q55,400,0,0,gemini,anchored,3.5833333333333335,0.26159950213428956,35.0,texture-blur,The fine fur texture across the entire character's body and hand is severely blurred and smoothed out.,gemini-3.5-flash
bigbuckbunny_av1_1920x1080_q55,bigbuckbunny,av1,traditional,1920x1080,q55,400,0,1,gemini,anchored,3.5833333333333335,0.26159950213428956,35.0,texture-blur,The fine fur texture across the entire character's body and hand is severely blurred and smoothed out.,gemini-3.5-flash
bigbuckbunny_av1_1920x1080_q55,bigbuckbunny,av1,traditional,1920x1080,q55,400,0,2,gemini,anchored,3.5833333333333335,0.26159950213428956,35.0,texture-blur,The fine fur texture across the entire character's body and hand is severely blurred and smoothed out.,gemini-3.5-flash
bigbuckbunny_av1_1920x1080_q63,bigbuckbunny,av1,traditional,1920x1080,q63,200,0,0,gemini,anchored,2.0384615384615383,0.2767755162411093,90.0,texture-blur,The fine texture of the grass at the bottom is slightly blurred in the reconstructed image.,gemini-3.5-flash
bigbuckbunny_av1_1920x1080_q63,bigbuckbunny,av1,traditional,1920x1080,q63,200,0,1,gemini,anchored,2.0384615384615383,0.2767755162411093,90.0,texture-blur,The fine texture of the grass at the bottom is slightly blurred in the reconstructed image.,gemini-3.5-flash
bigbuckbunny_av1_1920x1080_q63,bigbuckbunny,av1,traditional,1920x1080,q63,200,0,2,gemini,anchored,2.0384615384615383,0.2767755162411093,90.0,texture-blur,The fine texture of the grass at the bottom is slightly blurred in the reconstructed image.,gemini-3.5-flash
bigbuckbunny_av1_1920x1080_q63,bigbuckbunny,av1,traditional,1920x1080,q63,400,0,0,gemini,anchored,2.0384615384615383,0.2767755162411093,45.0,texture-blur,The fine vertical texture of the tree bark is significantly blurred and smoothed out in the reconstructed image.,gemini-3.5-flash
bigbuckbunny_av1_1920x1080_q63,bigbuckbunny,av1,traditional,1920x1080,q63,400,0,1,gemini,anchored,2.0384615384615383,0.2767755162411093,45.0,texture-blur,The fine vertical texture of the tree bark is significantly blurred and smoothed out in the reconstructed image.,gemini-3.5-flash
bigbuckbunny_av1_3840x2160_q31,bigbuckbunny,av1,traditional,3840x2160,q31,200,0,1,gemini,anchored,4.884615384615385,0.1252383290101495,92.0,texture-blur,The fine hair details on the ears and the texture on the tree trunk are slightly blurred.,gemini-3.5-flash
bigbuckbunny_av1_1920x1080_q63,bigbuckbunny,av1,traditional,1920x1080,q63,400,0,2,gemini,anchored,2.0384615384615383,0.2767755162411093,45.0,texture-blur,The fine vertical texture of the tree bark is significantly blurred and smoothed out in the reconstructed image.,gemini-3.5-flash
bigbuckbunny_av1_3840x2160_q31,bigbuckbunny,av1,traditional,3840x2160,q31,200,0,0,gemini,anchored,4.884615384615385,0.1252383290101495,92.0,texture-blur,The fine hair details on the ears and the texture on the tree trunk are slightly blurred.,gemini-3.5-flash
bigbuckbunny_av1_3840x2160_q31,bigbuckbunny,av1,traditional,3840x2160,q31,400,0,0,gemini,anchored,4.884615384615385,0.1252383290101495,98.0,none,"The reconstructed crop is virtually indistinguishable from the reference, preserving all fine details on the tree trunk and the soft background grass.",gemini-3.5-flash
bigbuckbunny_av1_3840x2160_q31,bigbuckbunny,av1,traditional,3840x2160,q31,400,0,1,gemini,anchored,4.884615384615385,0.1252383290101495,98.0,none,"The reconstructed crop is virtually indistinguishable from the reference, preserving all fine details on the tree trunk and the soft background grass.",gemini-3.5-flash
bigbuckbunny_av1_3840x2160_q31,bigbuckbunny,av1,traditional,3840x2160,q31,200,0,2,gemini,anchored,4.884615384615385,0.1252383290101495,92.0,texture-blur,The fine hair details on the ears and the texture on the tree trunk are slightly blurred.,gemini-3.5-flash
bigbuckbunny_av1_3840x2160_q50,bigbuckbunny,av1,traditional,3840x2160,q50,200,0,0,gemini,anchored,4.6923076923076925,0.1809230769230769,75.0,texture-blur,"The fine, sharp strands of the animal's fur are noticeably blurred and smoothed out in the reconstructed image.",gemini-3.5-flash
bigbuckbunny_av1_3840x2160_q31,bigbuckbunny,av1,traditional,3840x2160,q31,400,0,2,gemini,anchored,4.884615384615385,0.1252383290101495,98.0,none,"The reconstructed crop is virtually indistinguishable from the reference, preserving all fine details on the tree trunk and the soft background grass.",gemini-3.5-flash
bigbuckbunny_av1_3840x2160_q50,bigbuckbunny,av1,traditional,3840x2160,q50,200,0,2,gemini,anchored,4.6923076923076925,0.1809230769230769,75.0,texture-blur,"The fine, sharp strands of the animal's fur are noticeably blurred and smoothed out in the reconstructed image.",gemini-3.5-flash
bigbuckbunny_av1_3840x2160_q50,bigbuckbunny,av1,traditional,3840x2160,q50,200,0,1,gemini,anchored,4.6923076923076925,0.1809230769230769,75.0,texture-blur,"The fine, sharp strands of the animal's fur are noticeably blurred and smoothed out in the reconstructed image.",gemini-3.5-flash
bigbuckbunny_av1_3840x2160_q50,bigbuckbunny,av1,traditional,3840x2160,q50,400,0,0,gemini,anchored,4.6923076923076925,0.1809230769230769,98.0,none,"The reconstructed crop is virtually indistinguishable from the reference, preserving the soft texture of the grass and sky perfectly.",gemini-3.5-flash
bigbuckbunny_av1_3840x2160_q50,bigbuckbunny,av1,traditional,3840x2160,q50,400,0,2,gemini,anchored,4.6923076923076925,0.1809230769230769,98.0,none,"The reconstructed crop is virtually indistinguishable from the reference, preserving the soft texture of the grass and sky perfectly.",gemini-3.5-flash
bigbuckbunny_av1_3840x2160_q61,bigbuckbunny,av1,traditional,3840x2160,q61,200,0,0,gemini,anchored,3.730769230769231,0.29888835460872354,70.0,texture-blur,The fine texture of the animal's fur and the background grass is noticeably blurred and smoothed out.,gemini-3.5-flash
bigbuckbunny_av1_3840x2160_q50,bigbuckbunny,av1,traditional,3840x2160,q50,400,0,1,gemini,anchored,4.6923076923076925,0.1809230769230769,98.0,none,"The reconstructed crop is virtually indistinguishable from the reference, preserving the soft texture of the grass and sky perfectly.",gemini-3.5-flash
bigbuckbunny_av1_3840x2160_q61,bigbuckbunny,av1,traditional,3840x2160,q61,200,0,1,gemini,anchored,3.730769230769231,0.29888835460872354,70.0,texture-blur,The fine texture of the animal's fur and the background grass is noticeably blurred and smoothed out.,gemini-3.5-flash
bigbuckbunny_av1_3840x2160_q61,bigbuckbunny,av1,traditional,3840x2160,q61,200,0,2,gemini,anchored,3.730769230769231,0.29888835460872354,70.0,texture-blur,The fine texture of the animal's fur and the background grass is noticeably blurred and smoothed out.,gemini-3.5-flash
bigbuckbunny_av1_3840x2160_q61,bigbuckbunny,av1,traditional,3840x2160,q61,400,0,2,gemini,anchored,3.730769230769231,0.29888835460872354,90.0,texture-blur,There is a very subtle loss of detail and texture in the grass blades at the bottom of the frame.,gemini-3.5-flash
bigbuckbunny_av1_3840x2160_q61,bigbuckbunny,av1,traditional,3840x2160,q61,400,0,0,gemini,anchored,3.730769230769231,0.29888835460872354,90.0,texture-blur,There is a very subtle loss of detail and texture in the grass blades at the bottom of the frame.,gemini-3.5-flash
bigbuckbunny_av1_3840x2160_q61,bigbuckbunny,av1,traditional,3840x2160,q61,400,0,1,gemini,anchored,3.730769230769231,0.29888835460872354,90.0,texture-blur,There is a very subtle loss of detail and texture in the grass blades at the bottom of the frame.,gemini-3.5-flash
bigbuckbunny_av1_640x360_q54,bigbuckbunny,av1,traditional,640x360,q54,200,0,0,gemini,anchored,2.08,0.3184623054617296,30.0,texture-blur,The fine fur texture on the rabbit's face and ears is completely lost due to severe blurring.,gemini-3.5-flash
bigbuckbunny_av1_640x360_q54,bigbuckbunny,av1,traditional,640x360,q54,200,0,1,gemini,anchored,2.08,0.3184623054617296,30.0,texture-blur,The fine fur texture on the rabbit's face and ears is completely lost due to severe blurring.,gemini-3.5-flash
bigbuckbunny_av1_640x360_q54,bigbuckbunny,av1,traditional,640x360,q54,400,0,0,gemini,anchored,2.08,0.3184623054617296,25.0,texture-blur,"The fine fur textures on the tail and the white character, as well as the background tree trunk details, are completely lost due to severe blurring.",gemini-3.5-flash
bigbuckbunny_av1_640x360_q54,bigbuckbunny,av1,traditional,640x360,q54,400,0,2,gemini,anchored,2.08,0.3184623054617296,25.0,texture-blur,"The fine fur textures on the tail and the white character, as well as the background tree trunk details, are completely lost due to severe blurring.",gemini-3.5-flash
bigbuckbunny_av1_640x360_q54,bigbuckbunny,av1,traditional,640x360,q54,400,0,1,gemini,anchored,2.08,0.3184623054617296,25.0,texture-blur,"The fine fur textures on the tail and the white character, as well as the background tree trunk details, are completely lost due to severe blurring.",gemini-3.5-flash
bigbuckbunny_av1_640x360_q54,bigbuckbunny,av1,traditional,640x360,q54,200,0,2,gemini,anchored,2.08,0.3184623054617296,30.0,texture-blur,The fine fur texture on the rabbit's face and ears is completely lost due to severe blurring.,gemini-3.5-flash
bigbuckbunny_dcvcfm_1280x720_q25,bigbuckbunny,dcvcfm,neural,1280x720,q25,200,0,0,gemini,anchored,2.1538461538461537,0.28125635298544727,30.0,texture-blur,The fine texture of the grass blades is severely blurred and smoothed out across the entire image.,gemini-3.5-flash
bigbuckbunny_dcvcfm_1280x720_q25,bigbuckbunny,dcvcfm,neural,1280x720,q25,200,0,1,gemini,anchored,2.1538461538461537,0.28125635298544727,30.0,texture-blur,The fine texture of the grass blades is severely blurred and smoothed out across the entire image.,gemini-3.5-flash
bigbuckbunny_dcvcfm_1280x720_q25,bigbuckbunny,dcvcfm,neural,1280x720,q25,200,0,2,gemini,anchored,2.1538461538461537,0.28125635298544727,30.0,texture-blur,The fine texture of the grass blades is severely blurred and smoothed out across the entire image.,gemini-3.5-flash
bigbuckbunny_dcvcfm_1280x720_q46,bigbuckbunny,dcvcfm,neural,1280x720,q46,200,0,0,gemini,anchored,3.4615384615384617,0.27138461538461545,65.0,texture-blur,The fine texture and individual definition of the grass blades are significantly blurred and smoothed out.,gemini-3.5-flash
bigbuckbunny_dcvcfm_1280x720_q46,bigbuckbunny,dcvcfm,neural,1280x720,q46,200,0,2,gemini,anchored,3.4615384615384617,0.27138461538461545,65.0,texture-blur,The fine texture and individual definition of the grass blades are significantly blurred and smoothed out.,gemini-3.5-flash
bigbuckbunny_dcvcfm_1280x720_q25,bigbuckbunny,dcvcfm,neural,1280x720,q25,400,0,0,gemini,anchored,2.1538461538461537,0.28125635298544727,25.0,texture-blur,The fine fur texture of the character and the rough texture of the tree trunk are completely lost to severe smoothing and blurring.,gemini-3.5-flash
bigbuckbunny_dcvcfm_1280x720_q25,bigbuckbunny,dcvcfm,neural,1280x720,q25,400,0,2,gemini,anchored,2.1538461538461537,0.28125635298544727,25.0,texture-blur,The fine fur texture of the character and the rough texture of the tree trunk are completely lost to severe smoothing and blurring.,gemini-3.5-flash
bigbuckbunny_dcvcfm_1280x720_q25,bigbuckbunny,dcvcfm,neural,1280x720,q25,400,0,1,gemini,anchored,2.1538461538461537,0.28125635298544727,25.0,texture-blur,The fine fur texture of the character and the rough texture of the tree trunk are completely lost to severe smoothing and blurring.,gemini-3.5-flash
bigbuckbunny_dcvcfm_1280x720_q46,bigbuckbunny,dcvcfm,neural,1280x720,q46,400,0,0,gemini,anchored,3.4615384615384617,0.27138461538461545,35.0,texture-blur,The fine texture of the animal's fur and the tree bark in the background is severely blurred and smoothed out.,gemini-3.5-flash
bigbuckbunny_dcvcfm_1280x720_q46,bigbuckbunny,dcvcfm,neural,1280x720,q46,200,0,1,gemini,anchored,3.4615384615384617,0.27138461538461545,65.0,texture-blur,The fine texture and individual definition of the grass blades are significantly blurred and smoothed out.,gemini-3.5-flash
bigbuckbunny_dcvcfm_1280x720_q46,bigbuckbunny,dcvcfm,neural,1280x720,q46,400,0,1,gemini,anchored,3.4615384615384617,0.27138461538461545,35.0,texture-blur,The fine texture of the animal's fur and the tree bark in the background is severely blurred and smoothed out.,gemini-3.5-flash
bigbuckbunny_dcvcfm_1920x1080_q18,bigbuckbunny,dcvcfm,neural,1920x1080,q18,200,0,0,gemini,anchored,2.269230769230769,0.31804804073129855,20.0,texture-blur,The fine fur texture on the tail and the detailed bark texture on the tree trunk are completely smoothed out and lost.,gemini-3.5-flash
bigbuckbunny_dcvcfm_1920x1080_q18,bigbuckbunny,dcvcfm,neural,1920x1080,q18,400,0,0,gemini,anchored,2.269230769230769,0.31804804073129855,35.0,texture-blur,"The fine texture of the grass and the tree bark is heavily blurred and smoothed out, resulting in a significant loss of detail.",gemini-3.5-flash
bigbuckbunny_dcvcfm_1920x1080_q18,bigbuckbunny,dcvcfm,neural,1920x1080,q18,400,0,1,gemini,anchored,2.269230769230769,0.31804804073129855,35.0,texture-blur,"The fine texture of the grass and the tree bark is heavily blurred and smoothed out, resulting in a significant loss of detail.",gemini-3.5-flash
bigbuckbunny_dcvcfm_1280x720_q46,bigbuckbunny,dcvcfm,neural,1280x720,q46,400,0,2,gemini,anchored,3.4615384615384617,0.27138461538461545,35.0,texture-blur,The fine texture of the animal's fur and the tree bark in the background is severely blurred and smoothed out.,gemini-3.5-flash
bigbuckbunny_dcvcfm_1920x1080_q18,bigbuckbunny,dcvcfm,neural,1920x1080,q18,200,0,2,gemini,anchored,2.269230769230769,0.31804804073129855,20.0,texture-blur,The fine fur texture on the tail and the detailed bark texture on the tree trunk are completely smoothed out and lost.,gemini-3.5-flash
bigbuckbunny_dcvcfm_1920x1080_q18,bigbuckbunny,dcvcfm,neural,1920x1080,q18,400,0,2,gemini,anchored,2.269230769230769,0.31804804073129855,35.0,texture-blur,"The fine texture of the grass and the tree bark is heavily blurred and smoothed out, resulting in a significant loss of detail.",gemini-3.5-flash
bigbuckbunny_dcvcfm_1920x1080_q18,bigbuckbunny,dcvcfm,neural,1920x1080,q18,200,0,1,gemini,anchored,2.269230769230769,0.31804804073129855,20.0,texture-blur,The fine fur texture on the tail and the detailed bark texture on the tree trunk are completely smoothed out and lost.,gemini-3.5-flash
bigbuckbunny_dcvcfm_1920x1080_q37,bigbuckbunny,dcvcfm,neural,1920x1080,q37,200,0,0,gemini,anchored,3.6538461538461537,0.2864615384615384,95.0,none,The reconstructed crop is virtually indistinguishable from the reference with no visible degradation.,gemini-3.5-flash
bigbuckbunny_dcvcfm_1920x1080_q37,bigbuckbunny,dcvcfm,neural,1920x1080,q37,200,0,1,gemini,anchored,3.6538461538461537,0.2864615384615384,95.0,none,The reconstructed crop is virtually indistinguishable from the reference with no visible degradation.,gemini-3.5-flash
bigbuckbunny_dcvcfm_1920x1080_q37,bigbuckbunny,dcvcfm,neural,1920x1080,q37,400,0,0,gemini,anchored,3.6538461538461537,0.2864615384615384,25.0,texture-blur,The fine fur texture is completely lost and replaced by a heavy blur across the entire image.,gemini-3.5-flash
bigbuckbunny_dcvcfm_1920x1080_q59,bigbuckbunny,dcvcfm,neural,1920x1080,q59,200,0,0,gemini,anchored,4.576923076923077,0.22209694562158622,45.0,texture-blur,The fine fur texture on the rabbit's face and ears is heavily blurred and smoothed out in the reconstructed image.,gemini-3.5-flash
bigbuckbunny_dcvcfm_1920x1080_q37,bigbuckbunny,dcvcfm,neural,1920x1080,q37,400,0,2,gemini,anchored,3.6538461538461537,0.2864615384615384,25.0,texture-blur,The fine fur texture is completely lost and replaced by a heavy blur across the entire image.,gemini-3.5-flash
bigbuckbunny_dcvcfm_1920x1080_q37,bigbuckbunny,dcvcfm,neural,1920x1080,q37,400,0,1,gemini,anchored,3.6538461538461537,0.2864615384615384,25.0,texture-blur,The fine fur texture is completely lost and replaced by a heavy blur across the entire image.,gemini-3.5-flash
bigbuckbunny_dcvcfm_1920x1080_q59,bigbuckbunny,dcvcfm,neural,1920x1080,q59,200,0,1,gemini,anchored,4.576923076923077,0.22209694562158622,45.0,texture-blur,The fine fur texture on the rabbit's face and ears is heavily blurred and smoothed out in the reconstructed image.,gemini-3.5-flash
bigbuckbunny_dcvcfm_1920x1080_q37,bigbuckbunny,dcvcfm,neural,1920x1080,q37,200,0,2,gemini,anchored,3.6538461538461537,0.2864615384615384,95.0,none,The reconstructed crop is virtually indistinguishable from the reference with no visible degradation.,gemini-3.5-flash
bigbuckbunny_dcvcfm_1920x1080_q59,bigbuckbunny,dcvcfm,neural,1920x1080,q59,200,0,2,gemini,anchored,4.576923076923077,0.22209694562158622,45.0,texture-blur,The fine fur texture on the rabbit's face and ears is heavily blurred and smoothed out in the reconstructed image.,gemini-3.5-flash
bigbuckbunny_dcvcfm_1920x1080_q59,bigbuckbunny,dcvcfm,neural,1920x1080,q59,400,0,0,gemini,anchored,4.576923076923077,0.22209694562158622,78.0,texture-blur,The fine texture of the white fur and the tree bark is slightly blurred in the reconstructed image.,gemini-3.5-flash
bigbuckbunny_dcvcfm_1920x1080_q59,bigbuckbunny,dcvcfm,neural,1920x1080,q59,400,0,1,gemini,anchored,4.576923076923077,0.22209694562158622,78.0,texture-blur,The fine texture of the white fur and the tree bark is slightly blurred in the reconstructed image.,gemini-3.5-flash
bigbuckbunny_dcvcfm_3840x2160_q26,bigbuckbunny,dcvcfm,neural,3840x2160,q26,200,0,0,gemini,anchored,3.4583333333333335,0.3116759666906647,70.0,texture-blur,The fine texture on the tree trunk in the upper-left corner is significantly blurred and smoothed out in the reconstructed image.,gemini-3.5-flash
bigbuckbunny_dcvcfm_3840x2160_q26,bigbuckbunny,dcvcfm,neural,3840x2160,q26,200,0,2,gemini,anchored,3.4583333333333335,0.3116759666906647,70.0,texture-blur,The fine texture on the tree trunk in the upper-left corner is significantly blurred and smoothed out in the reconstructed image.,gemini-3.5-flash
bigbuckbunny_dcvcfm_3840x2160_q26,bigbuckbunny,dcvcfm,neural,3840x2160,q26,200,0,1,gemini,anchored,3.4583333333333335,0.3116759666906647,70.0,texture-blur,The fine texture on the tree trunk in the upper-left corner is significantly blurred and smoothed out in the reconstructed image.,gemini-3.5-flash
bigbuckbunny_dcvcfm_3840x2160_q26,bigbuckbunny,dcvcfm,neural,3840x2160,q26,400,0,0,gemini,anchored,3.4583333333333335,0.3116759666906647,55.0,texture-blur,The fine textures of the rock wall and the sharp details of the fur at the bottom are significantly blurred in the reconstruction.,gemini-3.5-flash
bigbuckbunny_dcvcfm_3840x2160_q26,bigbuckbunny,dcvcfm,neural,3840x2160,q26,400,0,1,gemini,anchored,3.4583333333333335,0.3116759666906647,55.0,texture-blur,The fine textures of the rock wall and the sharp details of the fur at the bottom are significantly blurred in the reconstruction.,gemini-3.5-flash
bigbuckbunny_dcvcfm_1920x1080_q59,bigbuckbunny,dcvcfm,neural,1920x1080,q59,400,0,2,gemini,anchored,4.576923076923077,0.22209694562158622,78.0,texture-blur,The fine texture of the white fur and the tree bark is slightly blurred in the reconstructed image.,gemini-3.5-flash
bigbuckbunny_dcvcfm_3840x2160_q26,bigbuckbunny,dcvcfm,neural,3840x2160,q26,400,0,2,gemini,anchored,3.4583333333333335,0.3116759666906647,55.0,texture-blur,The fine textures of the rock wall and the sharp details of the fur at the bottom are significantly blurred in the reconstruction.,gemini-3.5-flash
bigbuckbunny_dcvcfm_3840x2160_q43,bigbuckbunny,dcvcfm,neural,3840x2160,q43,200,0,0,gemini,anchored,4.615384615384615,0.1907096681209238,55.0,texture-blur,The fine fur texture on the animal's body and tail is significantly blurred and smoothed out compared to the reference.,gemini-3.5-flash
bigbuckbunny_dcvcfm_3840x2160_q43,bigbuckbunny,dcvcfm,neural,3840x2160,q43,200,0,2,gemini,anchored,4.615384615384615,0.1907096681209238,55.0,texture-blur,The fine fur texture on the animal's body and tail is significantly blurred and smoothed out compared to the reference.,gemini-3.5-flash
bigbuckbunny_dcvcfm_3840x2160_q43,bigbuckbunny,dcvcfm,neural,3840x2160,q43,200,0,1,gemini,anchored,4.615384615384615,0.1907096681209238,55.0,texture-blur,The fine fur texture on the animal's body and tail is significantly blurred and smoothed out compared to the reference.,gemini-3.5-flash
bigbuckbunny_dcvcfm_3840x2160_q43,bigbuckbunny,dcvcfm,neural,3840x2160,q43,400,0,1,gemini,anchored,4.615384615384615,0.1907096681209238,85.0,texture-blur,The fine texture on the tree trunk on the right is slightly blurred and smoothed out compared to the reference.,gemini-3.5-flash
bigbuckbunny_dcvcfm_3840x2160_q43,bigbuckbunny,dcvcfm,neural,3840x2160,q43,400,0,2,gemini,anchored,4.615384615384615,0.1907096681209238,85.0,texture-blur,The fine texture on the tree trunk on the right is slightly blurred and smoothed out compared to the reference.,gemini-3.5-flash
bigbuckbunny_dcvcfm_3840x2160_q63,bigbuckbunny,dcvcfm,neural,3840x2160,q63,200,0,1,gemini,anchored,4.730769230769231,0.173875559119652,82.0,texture-blur,The fine wrinkles and micro-textures on the rock surface are slightly smoothed and blurred in the reconstructed image.,gemini-3.5-flash
bigbuckbunny_dcvcfm_3840x2160_q43,bigbuckbunny,dcvcfm,neural,3840x2160,q43,400,0,0,gemini,anchored,4.615384615384615,0.1907096681209238,85.0,texture-blur,The fine texture on the tree trunk on the right is slightly blurred and smoothed out compared to the reference.,gemini-3.5-flash
bigbuckbunny_dcvcfm_3840x2160_q63,bigbuckbunny,dcvcfm,neural,3840x2160,q63,200,0,0,gemini,anchored,4.730769230769231,0.173875559119652,82.0,texture-blur,The fine wrinkles and micro-textures on the rock surface are slightly smoothed and blurred in the reconstructed image.,gemini-3.5-flash
bigbuckbunny_dcvcfm_3840x2160_q63,bigbuckbunny,dcvcfm,neural,3840x2160,q63,200,0,2,gemini,anchored,4.730769230769231,0.173875559119652,82.0,texture-blur,The fine wrinkles and micro-textures on the rock surface are slightly smoothed and blurred in the reconstructed image.,gemini-3.5-flash
bigbuckbunny_dcvcfm_3840x2160_q63,bigbuckbunny,dcvcfm,neural,3840x2160,q63,400,0,0,gemini,anchored,4.730769230769231,0.173875559119652,82.0,texture-blur,The fine details in the grass background and the texture of the tree trunk are slightly blurred.,gemini-3.5-flash
bigbuckbunny_dcvcfm_3840x2160_q63,bigbuckbunny,dcvcfm,neural,3840x2160,q63,400,0,1,gemini,anchored,4.730769230769231,0.173875559119652,82.0,texture-blur,The fine details in the grass background and the texture of the tree trunk are slightly blurred.,gemini-3.5-flash
